,property_type,area_m2,price_usd,lat,lon,state
321,apartment,107,215482.45,19.376589,-99.153107,Distrito Federal
322,house,280,110351.66,21.072905,-89.65963,Yucatán
323,house,350,226551.88,19.044477,-98.328011,Puebla
324,apartment,69,38461.13,19.6494549,-99.2023662,Estado de México
325,apartment,60,39146.05,19.60537,-99.233148,Estado de México
326,house,151,115910.26,17.999552,-92.950018,Tabasco
327,house,160,84318.36,19.1090862,-98.3289824,Puebla
328,house,200,129081.88,18.910368,-99.1996,Morelos
329,house,300,134350.53,20.775549,-103.691269,Jalisco
330,house,150,35308.31,25.7671943,-100.2575589,Nuevo León
331,house,330,290434.24,24.168865,-110.306996,Baja California Sur
332,house,102,61643.18,32.457415,-116.88252,Baja California
333,house,200,121705.77,20.726007,-100.442642,Querétaro
334,apartment,94,51118,17.05885137,-96.74943298,Oaxaca
335,house,160,111194.84,19.550762,-99.242156,Estado de México
336,house,174,82842.79,21.04122068,-89.55497566,Yucatán
337,apartment,69,84298.37,19.373161,-99.130394,Distrito Federal
338,house,210,118572.7,18.917542,-98.963181,Morelos
339,apartment,110,262378.68,25.657194,-100.340521,Nuevo León
340,house,380,289775.66,18.94542,-99.223195,Morelos
341,house,132,86953.31,20.6113606,-100.3288581,Querétaro
342,house,165,71126.75,16.773806,-93.096295,Chiapas
343,house,300,179239.41,19.493973,-99.130394,Distrito Federal
344,apartment,145,115437.11,20.626583,-87.078659,Quintana Roo
345,apartment,126,175924.99,25.651072,-100.342773,Nuevo León
346,house,80,46715.31,19.362795,-99.218987,Distrito Federal
347,house,180,118572.7,20.631845,-100.390495,Querétaro
348,house,194,76395.4,25.637247,-100.382774,Nuevo León
349,house,185,97469.99,21.138567,-86.842937,Quintana Roo
350,house,300,98787.15,16.874741,-99.889244,Guerrero
351,apartment,80,53158.18,19.395097,-99.150424,Distrito Federal
352,apartment,64,76395.4,19.478815,-99.196831,Distrito Federal
353,house,95,38461.13,19.554081,-96.911522,Veracruz de Ignacio de la Llave
354,house,232,139652.29,22.2761309,-97.87844181,Tamaulipas
355,house,192,173906.62,18.9611008,-99.2684274,Morelos
356,apartment,60,34983.82,19.51918,-99.143403,Distrito Federal
357,apartment,131,77467.49,21.03071,-89.618103,Yucatán
358,house,240,97469.99,19.671921,-101.197362,Chiapas
359,house,356,288721.93,19.514929,-99.2542064,Estado de México
360,house,150,57968.87,19.295469,-99.692619,Estado de México
361,house,110,138934.25,19.488134,-99.230759,Estado de México
362,apartment,70,49273.54,19.326108,-99.122758,Distrito Federal
363,house,357,210745.93,29.105133,-110.943916,Sonora
364,house,256,60603.82,19.711031,-101.245743,Chiapas
365,house,300,162393.9,25.5883667,-100.2430415,Nuevo León
366,house,204,135963.36,24.155968,-110.315987,Baja California Sur
367,house,190,102369.83,19.483263,-99.186297,Distrito Federal
368,house,139,252895.12,19.404718,-99.263313,Estado de México
369,house,115,46890.97,28.678531,-106.040439,Chihuahua
370,house,90,60603.82,21.0064261,-89.6850751,Yucatán
371,apartment,85,94835.67,23.634501,-102.552788,Distrito Federal
372,house,70,34254.33,19.580685,-99.047432,Estado de México
373,house,90,37353.34,20.571299,-100.383032,Querétaro
374,house,200,79029.72,20.9904342,-89.6004394,Yucatán
375,house,300,147522.15,18.953518,-99.272508,Morelos
376,house,380,200256.11,25.686357,-100.376106,Nuevo León
377,house,92,51632.75,32.494759,-117.016926,Baja California
378,house,290,152790.8,20.75400202,-103.3824715,Jalisco
379,house,90,52686.48,19.562864,-99.064713,Estado de México
380,house,136,79048.46,20.52852648,-99.88301754,Querétaro
381,apartment,174,143868.21,22.133745,-101.016029,San Luis Potosí
382,apartment,65,135225.12,19.299864,-99.111133,Distrito Federal
383,house,343,191620.74,19.493069,-99.060346,Estado de México
384,house,176,110140.86,20.6536084,-100.3469826,Querétaro
385,apartment,145,123813.23,19.384724,-99.145619,Distrito Federal
386,house,100,184402.69,20.883594,-103.839896,Jalisco
387,house,90,242357.82,25.6866142,-100.3161126,Nuevo León
388,house,140,51632.75,18.804197,-98.932816,Morelos
389,house,250,150192.08,20.7047931,-100.4462718,Querétaro
390,house,80,36889.28,19.58978688,-99.05216199,Estado de México
391,house,202,150894.08,18.972588,-98.282691,Puebla
392,house,299,194939.99,25.530777,-100.2071,Nuevo León
393,house,100,115910.26,20.593385,-100.361619,Querétaro
394,house,182,108559.89,19.017727,-98.316376,Puebla
395,apartment,62,50591.01,19.454332,-99.200287,Distrito Federal
396,house,200,158096.93,21.139086,-86.84964,Quintana Roo
397,house,106,38724.56,19.2030655,-99.5478784,Estado de México
398,house,150,93781.94,23.290356,-106.426237,Sinaloa
399,house,161,52633.79,19.277207,-103.734973,Colima
400,house,266,144700.85,25.73936938,-100.2269948,Nuevo León
401,house,250,242357.82,18.901708,-99.237779,Morelos
402,apartment,83,115910.26,19.368808,-99.112954,Distrito Federal
403,house,175,126214.05,21.03697742,-89.60342735,Yucatán
404,house,270,229186.2,23.634501,-102.552788,Morelos
405,apartment,88,100104.31,19.38342,-99.086604,Distrito Federal
406,house,145,102738.64,18.93409,-99.254997,Morelos
407,house,350,161258.87,19.380834,-99.200764,Distrito Federal
408,house,68,43202.91,18.886955,-99.062244,Morelos
409,house,210,155425.12,25.679226,-100.344032,Nuevo León
410,apartment,127,289775.66,19.413009,-99.17109,Distrito Federal
411,apartment,70,44048.85,19.410215,-99.14595,Distrito Federal
412,apartment,82,154898.26,19.367424,-99.185753,Distrito Federal
413,house,172,50157.53,22.0951835,-100.8747482,San Luis Potosí
414,apartment,83,177695.7,19.298168,-99.113106,Distrito Federal
415,apartment,87,84318.36,19.5652097,-99.2646998,Estado de México
416,house,200,92223.21,19.5527338,-99.2494583,Estado de México
417,house,235,146995.28,21.0634817,-89.6110378,Yucatán
418,house,218,118572.7,22.285725,-97.843597,Tamaulipas
419,house,184,93804.18,20.5230129,-100.4302641,Querétaro
420,apartment,79,137017.34,19.440043,-99.176894,Distrito Federal
421,house,293,158059.45,25.439536,-100.994925,Veracruz de Ignacio de la Llave
422,apartment,144,90620.75,22.144705,-101.04092,San Luis Potosí
423,house,374,247421.7,20.9959805,-89.61281776,Yucatán
424,house,140,73778.56,22.328656,-97.88985144,Tamaulipas
425,house,92,64556.24,18.858107,-99.200287,Morelos
426,house,200,108007.29,19.0530826,-96.0588921,Veracruz de Ignacio de la Llave
427,house,80,44783.51,18.883513,-99.221881,Morelos
428,house,250,292900.92,18.933414,-99.194748,Morelos
429,house,180,168596.74,18.935198,-99.232834,Morelos
430,house,254,139652.29,25.7385463,-100.3184093,Nuevo León
431,apartment,60,35890.24,19.41275,-99.126007,Distrito Federal
432,apartment,78,150830.86,19.364891,-99.148384,Distrito Federal
433,house,126,68492.42,19.272732,-99.453377,Estado de México
434,house,350,210745.93,19.490576,-99.254997,Estado de México
435,house,156,86953.31,20.5535753,-100.4222725,Querétaro
436,house,227,125920.69,20.572051,-100.406716,Querétaro
437,house,102,61643.18,32.457469,-116.882435,Baja California
438,house,160,106127.01,19.353373,-99.1138,Distrito Federal
439,house,270,164947.8,21.039522,-89.563911,Yucatán
440,house,204,94835.67,20.2959587,-103.1944627,Jalisco
441,house,80,34246.21,20.379178,-99.966431,Querétaro
442,house,130,47417.83,18.804409,-98.959038,Morelos
443,house,195,94858.16,20.59580375,-101.1864337,Guanajuato
444,house,350,237145.4,22.272678,-97.883728,Tamaulipas
445,house,109,45848.11,22.309216,-97.89325,Tamaulipas
446,house,67,34254.33,18.808657,-99.203751,Morelos
447,house,361,194939.99,20.712604,-103.391146,Jalisco
448,house,311,240884.28,25.6626225,-100.3688142,Nuevo León
449,house,243,101445.53,19.059084,-98.286095,Puebla
450,house,245,78502.86,21.89658,-102.316322,Aguascalientes
